Value,Age,Overall,Potential,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
2.3,24,70,73,4,1723,1,2,3,10,6,0,154,662,662,662,692,692,692,692,692,692,692,692,692,642,642,642,692,532,512,512,512,532,492,422,422,422,492,60,65,52,70,60,76,74,65,67,70,82,76,78,65,72,65,31,67,63,71,51,29,63,67,52,63,30,29,24,10,7,6,12,14,4.2
2.1,26,70,72,4,1948,1,3,3,10,5,6,159,652,652,652,682,682,682,682,682,692,692,692,682,672,672,672,682,652,652,652,652,652,642,622,622,622,642,63,59,59,68,43,69,73,75,64,73,73,69,83,73,91,71,69,65,52,68,78,59,67,70,67,73,58,63,62,10,14,13,11,16,4.7
1.1,33,70,70,3,1767,1,3,3,9,5,8,154,692,692,692,672,682,682,682,672,662,662,662,652,612,612,612,652,572,532,532,532,572,552,512,512,512,552,55,74,62,64,68,70,62,48,43,65,69,71,66,72,72,73,58,70,59,65,53,43,73,63,65,68,40,44,45,6,12,14,12,11,1.6
1.8,28,70,70,3,1692,1,4,3,9,6,2,187,682,682,682,662,672,672,672,662,652,652,652,672,602,602,602,672,512,492,492,492,512,482,452,452,452,482,65,65,71,62,47,67,37,43,57,69,80,77,64,68,51,71,74,71,91,53,64,39,67,60,56,73,14,22,14,16,14,11,16,16,2.8
2.2,25,70,73,8,1897,1,3,3,11,5,9,148,662,662,662,712,702,702,702,712,712,712,712,712,682,682,682,712,632,612,612,612,632,612,542,542,542,612,67,66,40,71,57,71,73,66,64,72,79,76,84,63,85,67,58,80,64,73,48,54,73,72,68,78,42,56,50,13,8,11,16,10,4.3
875,34,70,70,6,1914,1,3,3,25,5,10,165,652,652,652,652,652,652,652,652,662,662,662,652,682,682,682,652,662,702,702,702,662,662,692,692,692,662,66,61,67,72,66,68,65,62,71,69,55,53,63,71,67,72,73,64,74,67,83,72,59,68,56,71,65,66,70,15,8,9,9,8,1.5
1.6,28,70,71,15,1937,1,3,3,6,5,10,172,642,642,642,632,632,632,632,632,632,632,632,642,652,652,652,642,682,692,692,692,682,682,692,692,692,682,63,58,59,68,74,65,57,62,65,65,66,67,68,64,72,80,80,80,70,70,80,70,55,61,58,66,68,72,72,13,7,12,10,6,3.2
1.6,27,70,71,10,1930,1,3,3,16,6,0,172,652,652,652,672,662,662,662,672,662,662,662,682,662,662,662,682,692,672,672,672,692,692,662,662,662,692,70,54,58,69,43,67,70,68,62,73,75,82,66,65,65,76,72,82,72,66,73,63,64,59,52,66,60,69,68,14,14,13,13,13,2.8
1.8,28,70,70,9,1622,1,3,3,7,6,4,192,692,692,692,632,672,672,672,632,642,642,642,622,592,592,592,622,462,492,492,492,462,452,482,482,482,452,42,72,70,64,68,68,43,50,50,72,55,68,58,65,34,72,56,52,84,54,70,25,70,60,56,68,35,34,20,11,8,9,15,12,3.3
1.7,30,70,70,20,1800,1,3,3,11,5,8,143,652,652,652,682,672,672,672,682,682,682,682,682,682,682,682,682,602,602,602,602,602,572,532,532,532,572,70,66,55,71,53,71,51,59,69,70,70,50,73,66,79,63,67,78,72,68,56,58,67,69,49,58,29,49,41,7,15,15,16,8,2.9
1.6,31,70,70,17,1687,2,2,2,9,6,1,168,692,692,692,642,662,662,662,642,652,652,652,622,602,602,602,622,472,492,492,492,472,452,462,462,462,452,55,71,77,62,70,62,36,31,60,73,54,55,68,70,65,76,81,52,77,63,56,36,68,65,73,73,34,22,14,13,10,13,16,9,3
2.4,19,70,80,5,1520,1,3,2,38,6,3,196,482,482,482,452,452,452,452,452,452,452,452,472,472,472,472,472,582,602,602,602,582,622,692,692,692,622,39,26,74,49,31,47,35,31,44,56,55,73,64,62,51,49,67,55,79,25,73,62,28,35,39,59,69,74,71,12,13,6,11,15,4.6
240,36,70,70,3,1932,1,3,3,33,6,0,174,632,632,632,652,652,652,652,652,682,682,682,662,712,712,712,662,692,722,722,722,692,672,682,682,682,672,70,57,55,73,59,68,72,68,72,72,55,40,73,74,73,68,54,75,70,64,67,74,64,72,58,80,77,69,66,16,12,15,15,15,372
1.8,29,70,70,4,1730,1,3,3,10,5,11,165,682,682,682,692,692,692,692,692,682,682,682,682,622,622,622,682,532,492,492,492,532,502,452,452,452,502,57,64,59,64,65,72,64,49,48,71,75,80,73,73,62,71,72,73,69,67,50,35,70,66,67,58,27,25,27,6,6,6,11,6,2.4
1.4,32,70,70,14,1636,1,4,3,18,5,10,152,642,642,642,672,682,682,682,672,692,692,692,672,642,642,642,672,512,512,512,512,512,472,412,412,412,472,56,67,48,75,72,72,45,49,63,70,68,59,72,71,65,62,33,63,58,53,59,30,68,71,54,55,31,23,27,9,13,10,7,13,2.6
1.8,27,70,70,5,1968,1,3,3,8,6,0,168,672,672,672,662,662,662,662,662,662,662,662,672,682,682,682,672,692,692,692,692,692,682,682,682,682,682,65,59,64,70,68,64,60,64,69,65,65,67,69,75,72,78,73,90,75,69,75,65,69,65,59,67,66,67,67,8,7,9,14,16,2.4
2,23,70,75,8,1592,1,3,2,3,6,0,174,492,492,492,512,512,512,512,512,552,552,552,542,602,602,602,542,622,672,672,672,622,632,692,692,692,632,32,23,69,69,28,56,21,26,72,61,61,68,61,66,60,50,75,65,75,31,69,68,31,59,37,60,69,70,68,13,10,10,9,10,3.6
1.5,27,70,70,10,1790,2,3,2,5,6,0,172,592,592,592,592,592,592,592,592,602,602,602,612,632,632,632,612,662,682,682,682,662,672,702,702,702,672,58,38,71,67,39,61,44,43,69,67,67,65,66,66,66,65,70,68,75,47,76,70,56,55,50,67,70,72,69,12,10,11,12,15,2.4
2.1,23,70,77,9,1791,1,3,2,23,5,8,139,562,562,562,602,592,592,592,602,612,612,612,632,642,642,642,632,682,692,692,692,682,682,672,672,672,682,58,43,56,72,35,60,43,42,70,68,73,71,81,67,85,62,71,78,60,46,70,64,42,60,51,54,73,71,70,12,8,7,14,8,5.1
1.3,32,70,70,13,1876,1,4,2,22,5,9,157,602,602,602,622,622,622,622,622,652,652,652,632,682,682,682,632,652,692,692,692,652,642,672,672,672,642,64,54,59,75,43,60,75,72,76,69,53,55,70,67,71,60,72,63,73,64,72,69,59,68,57,62,62,71,60,12,12,13,14,12,3
240,37,70,70,2,1882,2,3,3,11,5,11,168,632,632,632,642,642,642,642,642,652,652,652,642,662,662,662,642,682,692,692,692,682,672,692,692,692,672,63,53,62,69,61,66,58,54,64,67,65,62,69,67,63,71,69,74,67,65,75,70,61,65,65,68,74,71,66,5,15,7,6,13,372
1.3,30,70,70,11,1747,1,2,3,80,6,1,172,582,582,582,592,602,602,602,592,612,612,612,622,662,662,662,622,652,682,682,682,652,652,662,662,662,652,49,35,59,70,45,65,42,46,69,71,54,65,62,64,64,66,59,87,74,55,69,73,61,54,50,62,64,66,58,10,10,6,11,14,2.2
600,36,70,70,7,1852,1,3,3,18,5,10,161,632,632,632,672,662,662,662,672,692,692,692,672,692,692,692,672,622,642,642,642,622,592,592,592,592,592,77,61,47,75,62,70,76,75,73,75,55,45,64,63,63,71,68,52,67,73,64,62,64,76,63,59,59,51,53,7,10,15,9,7,900
2.3,24,70,74,8,1826,1,4,3,25,5,11,165,672,672,672,692,692,692,692,692,692,692,692,692,652,652,652,692,572,562,562,562,572,542,512,512,512,542,66,58,60,69,58,75,68,66,65,74,73,68,71,71,73,75,73,63,74,72,65,40,67,66,42,68,37,38,35,13,11,12,15,13,3.6
2.5,23,70,77,5,1869,1,3,3,19,6,0,165,662,662,662,702,692,692,692,702,692,692,692,702,682,682,682,702,662,642,642,642,662,642,592,592,592,642,68,66,46,72,59,72,67,61,66,71,77,72,79,67,73,68,56,79,64,62,63,59,68,69,49,71,56,61,53,15,6,8,9,8,3.6
3.8,19,70,84,1,1567,1,3,3,99,5,9,159,632,632,632,712,692,692,692,712,692,692,692,692,602,602,602,692,512,442,442,442,512,482,362,362,362,482,62,64,36,66,38,78,64,38,42,76,80,82,79,72,77,58,43,54,42,66,34,18,65,66,48,63,26,27,29,5,9,8,8,7,10.4
2.3,25,70,73,7,1776,1,3,3,23,6,0,170,682,682,682,692,692,692,692,692,682,682,682,692,622,622,622,692,542,512,512,512,542,512,472,472,472,512,58,69,62,69,63,75,57,39,51,71,79,77,76,66,72,65,70,77,68,64,66,22,69,63,60,62,53,25,26,14,15,10,15,10,3.7
1.4,28,70,70,6,1590,1,3,2,3,6,1,194,472,472,472,462,462,462,462,462,482,482,482,492,532,532,532,492,602,642,642,642,602,622,692,692,692,622,32,28,68,66,34,46,41,54,63,53,62,65,61,66,41,45,70,59,78,35,68,65,20,38,59,71,70,75,69,15,11,7,12,14,1.8
2.2,22,70,78,5,1947,1,2,3,3,5,8,154,642,642,642,662,642,642,642,662,632,632,632,672,632,632,632,672,702,652,652,652,702,692,642,642,642,692,78,56,58,67,56,66,80,78,57,69,79,77,80,63,84,77,67,82,59,70,72,64,59,49,42,66,65,65,69,15,12,12,13,7,3.9
1.3,29,70,70,11,1819,2,3,3,3,5,9,165,562,562,562,622,602,602,602,622,632,632,632,652,652,652,652,652,692,682,682,682,692,692,682,682,682,692,64,30,63,69,35,67,69,34,67,71,75,67,70,64,83,46,76,74,65,47,66,66,60,64,44,67,72,70,74,15,16,14,16,6,2.6
1.8,29,70,70,6,1664,1,3,2,9,6,2,196,692,692,692,632,652,652,652,632,612,612,612,612,552,552,552,612,482,472,472,472,482,462,462,462,462,462,50,74,65,54,62,59,47,44,37,64,68,73,65,71,58,73,67,71,89,59,70,42,73,51,67,69,24,22,16,12,8,9,8,12,2.6
1.4,28,70,70,3,1800,1,2,2,27,6,0,161,552,552,552,592,562,562,562,592,562,562,562,612,592,592,592,612,682,652,652,652,682,682,662,662,662,682,67,27,60,64,53,62,63,44,60,64,76,77,69,68,77,64,64,83,63,59,71,64,49,36,60,65,71,67,67,12,14,6,7,12,2.2
2.4,23,70,76,5,1818,1,3,3,14,5,9,150,662,662,662,682,662,662,662,682,662,662,662,692,632,632,632,692,622,582,582,582,622,612,552,552,552,612,66,69,57,68,53,64,63,48,67,66,93,92,76,64,73,58,72,76,68,56,53,48,65,57,52,61,40,52,49,7,14,13,8,11,3.8
2.2,26,70,72,5,1620,1,3,3,28,6,5,179,692,692,692,612,652,652,652,612,612,612,612,602,552,552,552,602,452,452,452,452,452,442,442,442,442,442,32,71,76,59,65,67,63,31,45,68,67,72,63,59,41,74,62,73,73,62,54,22,69,43,63,61,32,26,17,15,16,13,14,13,4
1.3,30,70,70,10,1810,1,3,3,23,6,3,181,632,632,632,622,632,632,632,622,652,652,652,632,682,682,682,632,652,692,692,692,652,642,672,672,672,642,66,55,65,72,59,64,58,47,70,69,42,48,51,69,49,77,53,63,77,69,68,73,59,73,57,76,65,69,62,16,11,12,7,15,2.1
2.1,26,70,71,13,1748,1,3,3,12,5,8,152,662,662,662,702,692,692,692,702,692,692,692,692,622,622,622,692,502,472,472,472,502,462,382,382,382,462,67,68,40,62,52,72,71,73,60,71,77,76,81,67,74,71,56,64,69,73,44,25,70,72,66,65,28,18,19,15,7,15,14,11,4.3
1.9,26,70,70,6,1969,1,3,3,28,5,7,143,682,682,682,692,692,692,692,692,692,692,692,702,682,682,682,702,662,662,662,662,662,652,642,642,642,652,63,65,59,70,58,71,64,66,66,70,81,79,69,66,78,66,86,80,80,70,71,63,68,67,47,68,51,63,59,13,14,16,14,16,2.4
1.1,33,70,70,7,1820,1,4,3,30,5,9,143,662,662,662,682,682,682,682,682,692,692,692,692,682,682,682,692,592,582,582,582,592,572,502,502,502,572,68,63,59,72,72,69,72,69,69,68,68,64,73,68,71,74,52,86,58,75,48,43,69,72,48,60,43,41,39,10,9,9,11,8,1.3
2.9,18,70,82,14,1804,1,3,3,20,5,6,128,632,632,632,692,672,672,672,692,682,682,682,692,642,642,642,692,602,562,562,562,602,582,522,522,522,582,60,60,50,71,57,77,62,50,61,72,82,80,87,64,93,55,52,68,60,63,50,29,60,63,66,70,50,54,51,14,13,14,7,9,5.6
1.7,26,70,71,2,1636,1,2,2,3,5,10,161,522,522,522,492,502,502,502,492,502,502,502,522,552,552,552,522,622,642,642,642,622,642,682,682,682,642,43,34,70,60,42,51,33,38,56,55,59,64,55,63,66,60,73,78,72,41,75,64,35,43,42,62,71,72,69,9,11,11,10,11,2.5
575,37,70,70,2,1909,1,4,3,7,5,8,154,652,652,652,682,672,672,672,682,682,682,682,682,692,692,692,682,652,662,662,662,652,622,592,592,592,622,65,61,43,71,53,69,66,68,69,69,75,55,80,71,83,73,56,89,78,71,67,65,69,67,57,75,53,53,52,13,15,10,16,7,891
1.7,30,70,70,16,1750,1,3,3,19,5,10,161,642,642,642,702,682,682,682,702,682,682,682,692,622,622,622,692,552,512,512,512,552,522,442,442,442,522,67,65,34,66,50,75,62,57,57,69,86,81,84,62,83,64,58,71,67,70,51,37,64,66,50,75,33,34,27,14,13,9,14,10,3.2
1.6,30,70,70,4,1862,1,3,3,14,5,10,157,642,642,642,662,672,672,672,662,682,682,682,662,692,692,692,662,622,642,642,642,622,602,582,582,582,602,59,64,45,73,49,65,80,71,72,68,63,55,69,68,78,76,56,70,61,70,70,62,67,74,68,68,48,59,54,9,12,8,11,8,2.1
1.8,27,70,70,6,1839,1,3,3,8,5,11,159,642,642,642,632,642,642,642,632,652,652,652,642,682,682,682,642,672,702,702,702,672,672,692,692,692,672,58,63,70,71,36,64,47,50,67,69,51,57,64,69,62,69,71,78,70,62,82,71,59,70,45,71,58,73,71,15,8,11,14,14,2.9
1.6,30,70,70,11,1926,2,4,3,8,6,0,170,702,702,702,692,692,692,692,692,692,692,692,692,682,682,682,692,672,662,662,662,672,662,662,662,662,662,68,70,72,66,63,66,55,34,63,73,69,74,73,72,77,68,81,85,76,71,71,64,71,68,50,74,62,63,51,13,6,9,12,10,3.1
1.7,28,70,72,6,1388,1,2,2,18,6,3,187,432,432,432,362,392,392,392,362,402,402,402,392,472,472,472,392,542,622,622,622,542,572,692,692,692,572,28,22,71,62,41,31,27,36,41,55,34,31,51,62,33,63,45,56,92,15,77,65,12,37,39,63,68,75,63,12,6,14,15,9,2.8
2.1,24,70,77,4,1834,1,3,2,28,5,10,174,592,592,592,632,602,602,602,632,622,622,622,652,642,642,642,652,702,672,672,672,702,702,692,692,692,702,72,40,69,71,37,61,56,45,66,65,81,74,76,63,66,50,74,82,80,50,58,66,64,53,40,55,68,70,72,14,12,15,14,10,3.4
2,24,70,75,5,1758,1,3,2,2,5,9,154,582,582,582,622,612,612,612,622,612,612,612,652,622,622,622,652,682,642,642,642,682,682,632,632,632,682,66,40,57,64,33,61,58,32,57,63,80,84,72,65,68,59,69,91,61,34,65,66,67,62,41,54,60,63,65,8,10,9,14,14,3.3
1.9,26,70,70,3,1567,2,4,3,17,6,3,165,692,692,692,612,642,642,642,612,602,602,602,592,532,532,532,592,482,452,452,452,482,462,452,452,452,462,41,75,73,58,66,65,44,31,30,69,52,68,59,66,43,70,36,71,76,64,55,24,72,39,65,68,29,35,27,11,14,8,16,15,3.1
1.7,29,70,70,6,1848,1,3,3,10,5,9,165,672,672,672,692,682,682,682,692,692,692,692,692,662,662,662,692,572,552,552,552,572,542,482,482,482,542,67,61,56,70,68,68,75,69,65,72,76,72,77,66,70,75,76,74,71,68,46,43,68,71,69,68,22,40,38,12,10,14,6,13,2.2
1.7,28,70,72,3,1555,1,3,2,13,6,0,163,462,462,462,442,442,442,442,442,462,462,462,462,502,502,502,462,592,622,622,622,592,622,682,682,682,622,36,22,70,59,30,32,36,40,45,53,65,60,63,63,58,58,86,67,81,40,64,67,25,46,29,60,67,70,70,5,15,12,10,11,2.8
1.7,27,70,72,8,1809,1,3,2,6,6,1,185,582,582,582,572,582,582,582,572,592,592,592,592,632,632,632,592,642,672,672,672,642,652,682,682,682,652,47,47,63,67,46,56,51,52,63,62,60,68,68,60,54,68,87,88,80,54,84,65,51,62,57,59,63,68,70,8,9,16,8,7,2.7
1.4,28,70,70,6,1514,1,2,2,5,6,4,190,452,452,452,462,472,472,472,462,522,522,522,502,582,582,582,502,592,672,672,672,592,612,692,692,692,612,28,19,65,67,28,46,28,29,62,64,49,51,56,63,34,43,75,71,84,21,72,65,29,62,43,60,67,71,69,15,9,6,13,10,2.5
425,35,70,70,6,1448,1,2,2,2,6,0,183,482,482,482,442,442,442,442,442,432,432,432,442,462,462,462,442,572,592,592,592,572,602,682,682,682,602,42,32,73,59,24,42,22,42,33,51,54,47,47,60,53,52,62,48,73,45,80,68,32,22,30,61,70,74,67,8,11,7,11,7,829
1.5,27,70,70,5,1808,1,3,3,6,6,2,172,622,622,622,622,632,632,632,622,652,652,652,642,682,682,682,642,642,692,692,692,642,632,662,662,662,632,58,54,59,71,57,59,33,40,73,65,69,41,70,69,53,68,73,82,78,69,80,66,65,70,39,59,63,65,59,15,16,6,13,10,1.9
2.4,22,70,75,29,1638,1,2,3,9,6,0,176,682,682,682,662,672,672,672,662,642,642,642,632,562,562,562,632,462,422,422,422,462,432,392,392,392,432,48,69,67,57,53,73,47,41,44,70,75,76,71,62,68,76,69,62,69,70,37,22,65,55,75,60,19,20,17,12,14,13,6,16,4.8
2.1,26,70,71,7,1884,1,3,3,6,5,10,157,642,642,642,672,662,662,662,672,682,682,682,682,682,682,682,682,662,662,662,662,662,652,622,622,622,652,68,59,58,75,52,65,45,56,68,70,72,66,85,67,70,71,70,77,66,67,66,65,62,68,63,74,50,62,59,11,16,13,8,14,3.7
1.7,29,70,70,4,1899,1,3,3,75,5,11,161,652,652,652,682,682,682,682,682,672,672,672,682,672,672,672,682,702,682,682,682,702,702,682,682,682,702,70,58,58,68,24,67,65,70,58,68,79,73,71,71,69,68,74,71,68,59,59,74,74,69,44,61,67,73,69,10,11,16,9,15,2.2
750,35,70,70,8,1786,2,4,3,24,6,3,198,632,632,632,622,642,642,642,622,662,662,662,622,692,692,692,622,602,682,682,682,602,602,682,682,682,602,63,55,72,78,62,70,78,60,74,76,31,31,34,58,38,69,50,34,76,65,68,65,66,76,69,78,67,70,68,11,10,14,13,15,1.5
2,27,70,71,23,1868,1,3,3,7,5,9,154,622,622,622,652,642,642,642,652,662,662,662,672,682,682,682,672,702,702,702,702,702,692,682,682,682,692,60,53,60,72,44,67,60,55,66,71,68,72,70,72,78,58,59,84,71,56,73,70,57,65,57,74,67,72,66,6,10,11,7,11,4
2,25,70,75,20,1695,1,3,2,2,6,1,172,542,542,542,562,552,552,552,562,572,572,572,592,612,612,612,592,672,692,692,692,672,682,732,732,732,682,52,24,72,68,32,55,34,26,66,66,68,74,60,68,64,34,86,69,88,28,74,71,59,49,39,69,68,75,73,7,15,8,11,12,3.9
2.1,26,70,71,8,1801,1,4,3,8,5,8,139,682,682,682,702,702,702,702,702,702,702,702,692,662,662,662,692,582,552,552,552,582,562,502,502,502,562,64,69,65,72,67,74,66,50,63,70,70,73,76,68,78,67,62,65,52,66,41,38,72,68,65,67,50,45,36,6,13,9,15,6,2.9
1.3,29,70,70,19,1949,1,3,3,36,5,10,179,652,652,652,672,662,662,662,672,652,652,652,662,652,652,652,662,692,672,672,672,692,682,672,672,672,682,70,57,48,66,49,69,79,77,63,70,72,72,73,69,61,85,75,69,71,75,71,70,64,53,48,58,63,72,71,11,14,16,15,11,2.3
1.7,30,70,70,8,1598,1,3,2,22,6,3,190,692,692,692,592,632,632,632,592,592,592,592,572,552,552,552,572,472,482,482,482,472,462,512,512,512,462,48,70,79,59,68,59,38,35,41,71,40,54,51,61,37,80,80,53,90,68,48,32,73,44,63,76,36,37,31,7,7,12,15,11,2.5
1.4,29,70,70,6,1735,1,3,2,23,5,10,161,572,572,572,592,602,602,602,592,622,622,622,622,672,672,672,622,652,682,682,682,652,642,652,652,652,642,52,52,57,74,40,62,49,50,69,74,52,48,62,62,64,58,73,83,69,39,66,73,52,62,58,62,53,69,64,9,7,11,13,9,2.2
1.5,27,70,70,5,1501,1,2,2,15,6,1,179,472,472,472,442,452,452,452,442,462,462,462,482,522,522,522,482,592,632,632,632,592,612,682,682,682,612,33,30,73,57,29,46,30,26,51,60,44,48,41,68,54,41,83,83,79,25,79,66,28,35,35,61,70,65,64,9,15,13,6,15,2.2
3.9,20,70,86,11,1659,1,2,3,16,5,9,148,642,642,642,702,672,672,672,702,642,642,642,692,582,582,582,692,602,522,522,522,602,572,462,462,462,572,77,70,32,60,44,73,50,49,45,73,83,92,78,65,74,65,40,68,52,40,35,45,67,50,55,49,50,48,27,8,15,11,7,11,9.1
1.7,27,70,71,5,1896,1,4,3,27,5,8,148,602,602,602,662,642,642,642,662,672,672,672,682,692,692,692,682,672,682,682,682,672,652,632,632,632,652,75,50,43,75,60,70,73,67,73,73,60,65,75,67,77,67,72,68,61,60,73,72,55,73,64,75,62,63,55,13,11,11,7,6,2.6
1,32,70,70,24,1833,1,3,2,4,6,0,172,562,562,562,592,592,592,592,592,612,612,612,612,652,652,652,612,672,682,682,682,672,662,682,682,682,662,72,29,62,68,42,66,68,65,67,69,47,46,64,68,66,64,75,69,72,65,71,70,56,65,63,70,74,66,70,12,9,11,15,7,1.9
2.1,26,70,71,3,1692,1,3,3,23,5,9,172,682,682,682,682,692,692,692,682,672,672,672,672,602,602,602,672,512,482,482,482,512,482,422,422,422,482,57,74,57,62,68,69,43,31,52,67,78,75,78,69,73,71,68,70,60,56,38,32,75,67,66,65,56,16,10,7,7,12,13,15,3
2.4,23,70,75,9,1745,1,3,3,11,6,0,161,642,642,642,682,682,682,682,682,692,692,692,682,652,652,652,682,552,542,542,542,552,512,452,452,452,512,66,65,34,71,64,73,67,65,68,73,67,66,73,63,65,73,59,71,61,72,61,29,69,64,49,65,40,41,31,16,6,9,7,7,4.9
2.4,21,70,76,17,1824,1,3,3,58,6,0,185,642,642,642,642,662,662,662,642,672,672,672,652,682,682,682,652,652,682,682,682,652,642,652,652,652,642,49,60,60,73,52,69,55,52,68,72,69,54,61,66,61,68,73,76,68,65,75,69,63,65,43,65,66,62,60,9,15,9,9,8,4.6
1,32,70,70,8,1784,1,3,2,6,6,2,170,582,582,582,562,582,582,582,562,592,592,592,582,642,642,642,582,632,682,682,682,632,632,692,692,692,632,47,47,67,69,47,65,53,55,69,59,49,47,54,65,51,68,84,74,77,63,69,77,49,55,58,62,65,71,64,13,16,9,16,12,2
1.8,26,70,72,8,1917,1,2,3,89,5,9,174,612,612,612,652,642,642,642,652,652,652,652,672,672,672,672,672,692,682,682,682,692,682,642,642,642,682,69,42,39,70,40,65,80,69,68,70,78,75,69,70,86,79,41,78,73,75,65,68,61,58,71,50,62,73,64,10,7,12,15,15,3.6
1.8,26,70,72,9,1664,1,2,2,24,6,2,174,532,532,532,532,512,512,512,532,512,512,512,562,552,552,552,562,642,642,642,642,642,652,692,692,692,652,62,37,72,58,40,56,50,44,57,54,65,67,56,64,58,39,61,75,83,39,79,66,46,39,42,59,69,70,64,14,8,8,15,7,3.7
2.3,22,70,75,6,1971,1,4,3,8,6,2,174,672,672,672,672,672,672,672,672,672,672,672,672,692,692,692,672,672,672,672,672,672,662,642,642,642,662,75,63,56,74,64,63,74,79,72,71,63,65,63,64,60,85,65,77,76,82,61,63,62,66,74,74,59,65,65,12,12,14,14,13,3.6
1.3,32,70,70,4,1872,1,3,3,7,5,9,157,642,642,642,662,662,662,662,662,682,682,682,662,682,682,682,662,632,652,652,652,632,612,612,612,612,612,67,64,50,73,62,65,68,68,71,68,45,60,72,68,73,71,71,60,65,71,61,65,71,73,54,64,68,57,54,8,11,13,10,15,1.7
1.3,30,70,70,6,1706,1,3,2,5,5,11,179,512,512,512,532,532,532,532,532,562,562,562,562,612,612,612,562,652,692,692,692,652,662,672,672,672,662,51,30,44,70,30,43,60,61,64,66,64,62,69,64,45,64,64,77,80,34,73,72,45,57,53,59,67,71,69,8,7,14,13,15,2.1
1.7,26,70,71,2,1442,1,3,2,31,6,1,165,432,432,432,402,412,412,412,402,422,422,422,432,482,482,482,432,572,612,612,612,572,612,682,682,682,612,14,14,68,53,11,44,21,20,54,51,61,70,59,61,63,49,73,64,68,38,67,68,20,23,42,67,74,74,71,11,8,7,9,12,2.9
1.8,25,70,73,17,1890,1,3,3,2,5,8,128,642,642,642,682,672,672,672,682,672,672,672,702,672,672,672,702,692,662,662,662,692,682,642,642,642,682,73,58,51,66,43,68,67,67,66,70,78,83,65,65,75,64,77,81,68,50,55,61,70,69,55,61,64,67,69,10,9,10,7,9,3.3
2,23,70,74,12,1638,1,3,2,4,6,2,209,532,532,532,452,482,482,482,452,452,452,452,462,512,512,512,462,582,622,622,622,582,602,692,692,692,602,37,46,70,55,27,40,73,71,48,60,41,45,34,64,55,80,68,69,88,57,78,66,26,29,49,66,72,68,67,11,9,15,13,7,3.9
2.9,22,70,80,6,1749,1,2,4,7,5,9,146,672,672,672,702,702,702,702,702,692,692,692,682,622,622,622,682,532,502,502,502,532,502,432,432,432,502,58,65,43,66,53,75,73,55,48,76,79,76,78,73,79,77,59,65,59,62,63,23,67,64,71,73,27,34,31,10,12,14,7,7,6.6
1.7,27,70,71,6,1737,1,3,2,44,6,0,174,542,542,542,572,552,552,552,572,572,572,572,612,612,612,612,612,662,672,672,672,662,662,682,682,682,662,67,27,68,64,25,66,30,55,69,65,72,74,61,60,56,71,93,79,88,49,75,68,28,60,25,69,58,69,63,9,12,9,10,12,2.5
2.2,26,70,73,3,1507,1,4,3,8,5,4,132,582,582,582,682,652,652,652,682,692,692,692,682,632,632,632,682,482,452,452,452,482,432,312,312,312,432,66,58,34,76,37,73,37,48,77,69,74,73,82,59,84,55,34,48,33,55,25,13,62,71,53,53,22,22,24,13,10,6,8,6,3.1
2.3,24,70,73,10,1716,1,2,3,29,5,10,163,652,652,652,692,682,682,682,692,692,692,692,692,642,642,642,692,532,502,502,502,532,492,422,422,422,492,63,61,52,67,46,73,72,50,68,71,78,80,83,64,70,68,57,69,71,66,34,30,66,69,62,71,31,24,23,7,11,10,9,11,3.3
1.5,27,70,70,8,1821,2,4,2,18,5,9,157,572,572,572,612,602,602,602,612,612,612,612,622,622,622,622,622,682,672,672,672,682,682,682,682,682,682,61,41,51,67,48,65,64,58,56,67,73,67,77,70,80,64,72,64,59,55,78,71,49,53,48,68,69,73,75,7,15,8,10,6,2.3
1.8,26,70,73,5,1655,1,3,4,13,5,10,168,512,512,512,602,562,562,562,602,592,592,592,632,592,592,592,632,682,652,652,652,682,682,652,652,652,682,62,23,53,63,25,70,48,34,55,65,87,86,76,64,53,35,58,73,64,29,69,68,50,54,39,56,65,70,69,7,9,7,11,14,2.9
2.5,22,70,77,14,1833,1,3,3,22,5,8,132,652,652,652,702,682,682,682,702,692,692,692,692,642,642,642,692,572,542,542,542,572,542,472,472,472,542,67,67,44,70,69,74,73,66,64,74,76,75,88,64,83,70,69,69,54,67,68,30,63,62,61,66,30,42,43,7,10,9,13,12,5.2
3.7,18,70,85,19,1709,1,2,3,27,5,7,143,632,632,632,702,682,682,682,702,692,692,692,702,632,632,632,702,562,522,522,522,562,532,432,432,432,532,66,64,36,70,60,74,60,41,67,74,87,87,84,58,86,71,62,57,39,51,50,31,65,64,42,60,39,39,38,8,9,8,8,14,9.1
