Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
31,66,66,425,2,1486,1,3,2,3,6,2,183,442,442,442,412,422,422,422,412,442,442,442,442,512,512,512,442,552,602,602,602,552,572,642,642,642,572,32,31,65,53,47,43,36,39,52,52,37,37,38,63,70,42,63,76,85,37,63,64,23,46,41,63,66,65,62,12,14,11,12,9,744
28,66,66,675,3,1633,1,4,3,27,6,2,183,652,652,652,612,622,622,622,612,592,592,592,602,532,532,532,602,472,442,442,442,472,452,422,422,422,452,49,65,65,58,58,62,57,48,42,62,76,78,61,62,68,66,71,72,76,59,66,26,66,44,59,63,19,25,16,13,8,14,9,13,979
29,66,66,625,3,1636,1,3,2,9,6,4,205,662,662,662,612,642,642,642,612,642,642,642,622,652,652,652,622,542,592,592,592,542,522,552,552,552,522,53,68,75,68,52,59,42,39,63,70,46,37,38,67,39,68,46,76,86,62,60,45,73,67,64,69,51,45,32,11,10,13,6,5,906
24,66,71,875,11,1671,1,3,3,9,6,0,152,652,652,652,632,642,642,642,632,612,612,612,622,552,552,552,622,502,472,472,472,502,482,472,472,472,482,49,65,67,60,57,70,62,37,40,66,78,75,63,55,60,63,73,68,69,59,67,26,65,51,64,62,44,31,28,15,7,16,15,6,2
21,66,77,975,2,1544,1,2,2,14,6,1,174,472,472,472,472,462,462,462,472,472,472,472,502,492,492,492,502,592,592,592,592,592,612,642,642,642,612,47,21,64,61,40,44,43,36,51,52,71,72,62,60,56,48,76,54,69,25,68,60,38,33,39,49,70,64,64,11,8,15,13,9,2
23,66,71,850,1,1809,1,3,3,18,6,0,179,662,662,662,642,652,652,652,642,652,652,652,652,642,642,642,652,602,592,592,592,602,592,572,572,572,592,58,61,69,66,51,63,59,38,62,64,67,72,71,72,66,70,84,87,75,65,64,38,65,64,50,66,40,55,57,8,9,11,13,15,1
22,66,73,775,2,1626,1,3,2,20,6,0,179,532,532,532,492,512,512,512,492,512,512,512,502,552,552,552,502,582,622,622,622,582,602,642,642,642,602,28,49,59,58,23,42,23,55,65,64,62,68,55,64,70,70,76,69,75,68,63,63,20,40,50,65,64,65,64,8,13,9,10,14,1
29,66,66,475,2,1635,1,2,2,14,5,11,168,492,492,492,562,522,522,522,562,542,542,542,602,562,562,562,602,642,612,612,612,642,642,622,622,622,642,66,27,54,55,21,59,61,32,62,58,80,80,67,58,63,22,63,76,71,22,67,59,58,49,64,55,65,63,64,6,7,15,8,13,665
22,66,75,850,7,1550,1,3,2,15,5,9,154,472,472,472,552,512,512,512,552,532,532,532,572,552,552,552,572,642,612,612,612,642,652,622,622,622,652,66,25,56,63,28,55,31,27,49,64,71,66,66,58,67,26,75,70,54,29,58,64,52,42,35,52,65,70,64,10,9,11,12,12,2
31,66,66,425,2,1485,1,3,2,3,6,2,183,462,462,462,442,452,452,452,442,472,472,472,482,532,532,532,482,592,622,622,622,592,612,652,652,652,612,42,17,60,60,24,22,24,25,60,60,67,69,53,65,52,54,77,66,80,32,75,64,36,45,25,63,60,63,63,7,9,16,7,6,531
25,66,67,775,6,1598,1,3,3,11,6,1,168,632,632,632,662,642,642,642,662,622,622,622,642,542,542,542,642,502,432,432,432,502,472,402,402,402,472,59,59,52,63,44,68,54,36,37,67,86,90,78,62,65,63,70,64,66,55,31,23,63,49,60,62,40,20,17,12,7,15,14,9,1
27,66,67,750,3,1760,1,3,3,29,6,0,165,652,652,652,672,662,662,662,672,642,642,642,662,612,612,612,662,602,562,562,562,602,592,542,542,542,592,64,67,52,56,57,73,61,57,59,71,79,78,77,59,57,63,58,59,60,59,60,59,69,52,59,60,19,62,62,13,11,9,10,9,1
23,66,75,850,1,1440,1,3,2,23,6,1,174,472,472,472,392,422,422,422,392,412,412,412,402,452,452,452,402,532,572,572,572,532,572,652,652,652,572,22,30,70,40,25,28,30,47,35,58,49,38,60,72,50,62,68,67,82,37,54,64,31,30,40,49,70,63,66,9,7,14,10,12,1
23,66,72,750,2,1708,1,3,2,24,6,1,183,542,542,542,562,552,552,552,562,562,562,562,592,592,592,592,592,652,652,652,652,652,652,662,662,662,652,59,31,65,65,41,56,55,39,62,60,69,72,62,60,66,51,70,80,80,41,71,65,52,53,48,55,64,65,64,9,9,11,8,5,2
29,66,66,500,10,1742,1,4,3,27,5,8,150,582,582,582,632,622,622,622,632,642,642,642,642,652,652,652,642,642,652,652,652,642,632,612,612,612,632,53,46,50,67,42,65,49,41,63,68,70,71,70,72,71,55,49,80,63,58,71,62,59,64,44,65,54,64,58,11,10,11,16,15,850
27,66,67,600,10,1771,1,3,2,2,6,0,174,602,602,602,622,612,612,612,622,612,612,612,632,602,602,602,632,652,622,622,622,652,652,632,632,632,652,65,51,57,66,51,59,50,45,51,64,77,77,70,65,67,52,56,75,76,61,66,57,60,53,59,49,60,63,64,11,10,9,13,11,1
21,66,76,925,3,1739,1,3,2,3,6,1,181,592,592,592,602,602,602,602,602,612,612,612,622,632,632,632,622,642,652,652,652,642,642,642,642,642,642,55,51,60,67,48,61,58,46,65,66,67,65,59,65,66,60,59,69,73,47,48,66,50,65,54,67,68,65,64,11,12,8,14,7,1
25,66,71,850,4,1740,1,3,2,29,5,9,154,562,562,562,612,602,602,602,612,622,622,622,622,642,642,642,622,632,642,642,642,632,622,602,602,602,622,61,42,49,70,45,63,57,54,64,68,69,55,69,58,79,52,54,72,62,56,72,65,61,63,51,49,40,71,65,15,11,6,6,15,1
19,66,80,1,2,1689,1,3,3,29,5,8,139,622,622,622,632,642,642,642,632,652,652,652,642,632,632,632,642,552,552,552,552,552,542,492,492,492,542,54,64,49,69,55,63,54,57,67,67,67,64,63,60,73,65,52,64,58,59,45,32,64,68,53,59,44,47,56,12,11,9,11,13,3
25,66,70,700,1,1728,1,2,2,8,5,10,143,592,592,592,612,612,612,612,612,632,632,632,612,632,632,632,612,632,642,642,642,632,622,622,622,622,622,56,62,45,70,54,55,31,36,62,67,63,66,75,67,69,60,70,65,68,68,58,59,49,63,40,60,65,67,60,14,11,11,10,12,1
18,66,75,775,1,1600,1,2,3,5,5,7,148,492,492,492,582,552,552,552,582,582,582,582,612,602,602,602,612,652,632,632,632,652,642,622,622,622,642,64,25,50,65,25,67,36,27,59,65,69,72,58,63,85,36,67,65,56,30,68,64,52,58,37,59,64,67,64,7,10,9,7,9,1
32,66,66,525,1,1748,1,3,2,16,5,11,176,652,652,652,632,632,632,632,632,612,612,612,622,562,562,562,622,512,492,492,492,512,502,492,492,492,502,57,61,71,61,61,62,61,57,45,63,75,81,71,61,71,63,92,69,86,61,61,41,61,56,64,61,30,26,25,12,14,15,8,6,814
33,66,66,260,2,1732,1,3,2,3,5,9,161,562,562,562,572,572,572,572,572,582,582,582,562,602,602,602,562,602,622,622,622,602,602,652,652,652,602,66,41,62,65,47,59,66,68,58,67,40,53,63,65,57,71,78,34,66,67,64,66,50,58,56,57,60,70,64,7,11,8,16,9,325
24,66,69,675,4,1596,1,3,2,20,6,0,154,512,512,512,492,502,502,502,492,502,502,502,512,552,552,552,512,602,622,622,622,602,622,652,652,652,622,34,35,65,63,31,35,38,30,61,56,63,67,65,53,67,44,82,77,63,41,64,61,61,37,37,60,67,68,71,14,13,9,15,9,1
21,66,76,925,1,1421,1,2,2,3,6,1,168,412,412,412,402,392,392,392,402,402,402,402,432,452,452,452,432,562,582,582,582,562,592,642,642,642,592,47,20,71,52,26,30,23,26,49,47,54,62,55,63,64,39,74,62,71,22,68,62,21,31,36,68,67,67,59,11,6,15,7,14,1
21,66,70,700,2,1559,1,2,3,21,5,7,139,502,502,502,572,532,532,532,572,552,552,552,602,572,572,572,602,652,622,622,622,652,652,622,622,622,652,62,23,58,64,25,63,33,28,60,65,72,72,63,65,67,24,62,73,65,22,51,62,61,35,37,62,64,65,63,8,13,13,9,12,1
20,66,76,1,6,1696,1,3,3,26,5,11,161,572,572,572,632,622,622,622,632,652,652,652,632,642,642,642,632,582,602,602,602,582,572,552,552,552,572,60,61,46,70,37,66,61,59,67,69,60,56,68,60,67,47,62,53,53,63,53,53,56,70,51,63,48,63,52,14,12,11,14,14,2
28,66,66,525,5,1294,1,3,2,29,6,3,187,392,392,392,352,362,362,362,352,382,382,382,372,432,432,432,372,492,562,562,562,492,522,642,642,642,522,27,20,69,49,17,35,34,27,46,42,34,38,46,58,38,27,43,42,90,24,74,62,25,35,31,54,65,64,63,16,15,12,11,15,761
23,66,75,850,6,1778,1,4,3,2,6,4,176,632,632,632,642,642,642,642,642,632,632,632,652,632,632,632,652,652,632,632,632,652,652,642,642,642,652,66,57,62,65,43,68,39,52,56,66,73,78,63,60,58,66,68,78,81,54,57,56,60,63,42,66,62,66,61,16,8,10,14,10,1
26,66,69,675,2,1689,1,2,2,33,6,2,154,562,562,562,552,562,562,562,552,572,572,572,572,612,612,612,572,612,652,652,652,612,622,652,652,652,622,49,49,61,68,48,55,54,49,67,64,55,52,57,68,61,62,49,63,69,46,72,67,47,50,50,63,65,66,64,11,14,12,13,12,1
32,66,66,525,2,1683,1,3,2,9,5,10,141,642,642,642,642,642,642,642,642,622,622,622,622,542,542,542,622,462,442,442,442,462,432,412,412,412,432,51,69,59,56,66,62,52,35,45,62,81,72,85,65,90,64,87,67,60,62,81,26,66,57,61,68,20,17,18,13,6,10,11,7,656
22,66,75,850,7,1712,1,3,2,12,5,7,134,542,542,542,572,562,562,562,572,592,592,592,592,622,622,622,592,632,642,642,642,632,632,632,632,632,632,51,33,58,73,46,52,47,44,64,67,67,68,65,59,86,58,64,68,65,48,65,65,52,58,53,55,59,60,68,10,9,8,8,14,2
22,66,75,1,1,1580,1,4,2,20,6,0,170,642,642,642,582,612,612,612,582,592,592,592,572,532,532,532,572,442,442,442,442,442,432,442,442,442,432,31,66,76,53,56,58,51,35,44,64,72,70,68,57,60,70,69,61,65,55,60,28,64,55,61,61,27,29,22,7,11,8,12,15,2
20,66,78,1,8,1605,1,3,2,2,6,0,168,512,512,512,562,532,532,532,562,542,542,542,592,562,562,562,592,652,622,622,622,652,652,652,652,652,652,59,31,56,64,26,68,33,32,54,57,74,77,62,62,65,32,72,74,78,29,55,63,47,41,36,48,67,69,63,8,16,14,11,10,2
24,66,70,700,2,1731,1,1,2,19,5,11,165,552,552,552,602,592,592,592,602,612,612,612,622,632,632,632,622,652,642,642,642,652,652,622,622,622,652,68,35,58,68,36,61,66,52,64,64,69,68,71,67,62,69,71,75,60,49,62,63,46,70,38,63,63,63,59,6,7,5,8,8,928
32,66,66,525,2,1635,1,3,2,17,6,0,165,642,642,642,602,612,612,612,602,592,592,592,582,542,542,542,582,462,442,442,442,462,452,452,452,452,452,48,67,69,57,64,59,52,50,40,63,62,63,70,61,65,68,86,64,75,52,51,20,67,55,70,64,18,40,30,7,7,7,15,13,814
26,66,66,700,3,1663,1,4,3,38,5,8,159,612,612,612,652,642,642,642,652,632,632,632,642,552,552,552,642,492,442,442,442,492,462,382,382,382,462,58,60,42,62,56,70,64,63,43,64,84,76,86,63,81,63,66,67,57,55,47,24,62,60,62,58,43,13,20,8,15,14,6,9,1
25,66,69,675,2,1744,1,4,3,5,5,7,148,532,532,532,602,592,592,592,602,612,612,612,622,632,632,632,622,652,642,642,642,652,642,602,602,602,642,54,28,43,68,48,62,63,38,64,65,78,76,76,66,85,58,69,72,45,45,67,64,55,63,50,51,58,68,64,10,7,16,10,9,1
23,66,75,975,2,1737,1,3,3,16,6,0,165,572,572,572,622,612,612,612,622,632,632,632,642,642,642,642,642,652,642,642,642,652,632,602,602,602,632,54,45,42,67,48,68,62,43,64,66,73,70,74,63,65,58,48,78,65,55,53,66,57,63,44,59,60,62,62,10,14,15,13,10,1
25,66,69,675,2,1463,1,3,2,24,6,0,172,472,472,472,452,442,442,442,452,442,442,442,462,462,462,462,462,562,572,572,572,562,592,642,642,642,592,25,34,68,53,25,44,25,25,44,52,71,77,61,51,48,34,82,71,82,25,65,61,29,29,38,46,61,65,63,6,10,10,16,13,1
22,66,72,750,7,1494,1,3,2,3,6,3,183,482,482,482,462,462,462,462,462,472,472,472,482,522,522,522,482,582,602,602,602,582,602,652,652,652,602,44,29,70,64,34,45,36,28,54,56,53,52,50,60,51,49,67,60,76,35,54,64,34,32,40,61,60,70,68,11,9,14,10,15,2
24,66,69,675,2,1676,1,2,2,20,5,11,163,522,522,522,592,562,562,562,592,582,582,582,622,592,592,592,622,642,612,612,612,642,642,612,612,612,642,69,36,58,64,25,60,64,32,60,64,73,81,70,53,76,34,75,77,61,30,60,57,55,60,31,63,62,62,62,16,9,13,15,12,962
28,66,66,525,2,1365,1,2,2,15,6,5,183,402,402,402,372,382,382,382,372,382,382,382,402,422,422,422,402,552,562,562,562,552,582,642,642,642,582,22,20,63,49,29,31,22,25,23,41,69,55,56,56,63,35,47,76,83,19,66,64,25,34,38,59,68,70,66,8,11,12,12,7,656
23,66,70,850,5,1515,1,3,3,9,6,3,183,652,652,652,582,612,612,612,582,582,582,582,562,532,532,532,562,422,422,422,422,422,402,422,422,422,402,42,69,71,63,61,64,45,50,41,66,52,46,40,60,52,69,72,54,78,62,36,14,64,43,67,54,34,26,22,7,12,10,12,11,2
21,66,77,975,3,1738,1,2,3,3,5,10,181,592,592,592,652,632,632,632,652,642,642,642,672,652,652,652,672,662,642,642,642,662,642,612,612,612,642,70,48,50,67,47,68,45,35,64,72,72,70,73,57,52,56,70,84,71,54,54,58,64,64,46,66,68,59,56,6,7,12,13,6,2
19,66,81,1,5,1568,1,3,3,16,5,9,165,642,642,642,652,652,652,652,652,642,642,642,632,552,552,552,632,452,402,402,402,452,422,352,352,352,422,41,63,56,60,54,73,51,39,47,66,90,87,75,59,78,65,56,58,58,55,36,18,62,57,60,52,14,17,20,8,11,12,11,11,4
34,66,66,325,3,1711,1,4,2,9,5,8,152,632,632,632,642,652,652,652,642,662,662,662,642,622,622,622,642,512,502,502,502,512,492,422,422,422,492,55,67,62,64,74,62,57,59,66,57,75,55,80,75,80,50,55,71,50,58,34,46,75,71,67,62,30,25,26,16,15,10,8,16,439
28,66,66,675,5,1651,1,3,3,28,6,0,168,652,652,652,622,642,642,642,622,642,642,642,612,582,582,582,612,482,482,482,482,482,472,442,442,442,472,24,65,62,65,60,66,53,50,60,66,83,80,77,59,74,64,78,68,64,63,30,33,61,54,62,63,52,20,22,7,7,7,9,6,844
22,66,73,900,2,1656,1,3,4,17,5,7,161,602,602,602,642,632,632,632,642,622,622,622,642,562,562,562,642,532,462,462,462,532,512,422,422,422,512,57,53,48,57,53,68,60,50,50,66,87,91,78,61,83,64,60,71,60,41,40,25,58,64,54,62,31,29,43,10,6,8,15,15,2
21,66,74,950,1,1661,1,3,3,22,6,0,161,632,632,632,652,662,662,662,652,662,662,662,642,612,612,612,642,502,502,502,502,502,482,432,432,432,482,48,66,38,65,46,65,60,58,63,68,77,73,72,55,62,71,61,57,57,72,42,22,69,67,60,58,38,42,40,8,13,10,10,6,1
20,66,79,1,5,1614,1,3,3,29,5,10,148,592,592,592,642,632,632,632,642,652,652,652,642,612,612,612,642,542,522,522,522,542,522,442,442,442,522,52,62,49,71,44,65,64,32,59,68,72,69,73,57,77,53,59,62,34,52,42,38,63,67,56,56,36,43,40,7,7,11,15,15,3
25,66,71,725,4,1549,1,3,2,15,6,1,154,492,492,492,492,482,482,482,492,492,492,492,522,532,532,532,522,612,622,622,622,612,622,642,642,642,622,47,42,54,66,27,44,39,21,55,50,65,66,71,63,65,46,75,77,76,17,61,59,35,41,32,71,64,70,67,11,12,6,11,14,1
23,66,71,850,3,1777,1,4,3,19,5,9,143,572,572,572,592,602,602,602,592,622,622,622,612,642,642,642,612,632,662,662,662,632,632,632,632,632,632,39,44,46,69,55,66,51,52,68,65,62,66,71,63,78,66,67,75,58,47,77,68,59,62,60,69,61,66,66,7,14,9,9,11,1
20,66,78,1,26,1701,1,2,3,27,5,10,163,652,652,652,662,662,662,662,662,662,662,662,652,612,612,612,652,512,512,512,512,512,492,452,452,452,492,54,70,58,64,60,69,64,50,60,68,73,70,70,60,71,65,65,63,49,63,52,29,68,67,54,61,45,39,26,11,9,13,9,13,3
18,66,79,1,1,1685,1,3,3,8,6,0,168,652,652,652,652,642,642,642,652,632,632,632,642,582,582,582,642,512,472,472,472,512,482,422,422,422,482,61,67,62,64,65,72,63,67,54,64,78,75,70,58,66,68,62,67,71,62,34,41,57,58,63,67,34,14,20,11,9,7,15,6,3
21,66,76,1,3,1746,1,3,4,50,5,9,154,652,652,652,682,672,672,672,682,672,672,672,682,592,592,592,682,512,452,452,452,512,472,392,392,392,472,58,64,58,61,57,73,58,59,52,69,85,89,89,67,92,66,80,77,59,55,43,24,58,68,67,63,29,17,15,7,8,12,15,15,2
22,66,71,725,2,1483,1,2,2,30,5,11,174,452,452,452,422,422,422,422,422,432,432,432,452,482,482,482,452,552,592,592,592,552,572,652,652,652,572,46,28,62,62,30,33,30,43,59,52,55,54,36,51,61,46,91,53,79,34,78,58,31,29,49,49,67,65,63,10,6,8,6,8,1
29,66,66,500,4,1511,1,3,2,16,6,0,179,462,462,462,432,452,452,452,432,462,462,462,462,522,522,522,462,572,622,622,622,572,582,652,652,652,582,30,23,63,63,19,46,26,46,54,61,40,49,53,58,57,60,71,70,80,44,64,62,21,35,60,65,63,67,66,8,16,9,13,14,625
28,66,66,525,3,1817,1,3,2,6,6,2,194,602,602,602,612,602,602,602,612,612,612,612,632,632,632,632,632,642,652,652,652,642,632,642,642,642,632,63,62,53,66,53,61,62,58,64,63,58,63,61,59,41,64,85,86,76,54,71,59,56,64,68,66,63,66,61,13,7,9,14,14,919
29,66,66,475,3,1669,1,3,2,7,6,0,176,512,512,512,542,522,522,522,542,542,542,542,572,572,572,572,572,652,642,642,642,652,652,652,652,652,652,63,22,57,63,42,59,66,36,61,62,67,65,64,64,60,55,67,71,71,37,67,67,45,44,45,59,65,66,65,14,9,8,15,7,689
25,66,69,675,3,1732,1,3,2,4,6,0,181,562,562,562,552,562,562,562,552,572,572,572,572,612,612,612,572,622,652,652,652,622,622,652,652,652,622,54,44,62,72,34,54,49,58,69,57,49,60,60,62,60,72,72,73,74,56,67,65,49,54,51,62,64,65,63,12,16,15,11,9,1
26,66,67,750,3,1803,1,3,3,27,5,11,165,662,662,662,662,662,662,662,662,652,652,652,652,602,602,602,652,542,522,522,522,542,522,492,492,492,522,59,63,60,60,60,72,78,50,55,68,73,72,79,60,73,77,77,71,67,72,69,34,63,60,65,62,40,34,38,11,7,15,11,10,1
20,66,74,950,2,1723,1,4,3,11,5,9,146,582,582,582,632,612,612,612,632,622,622,622,642,612,612,612,642,612,582,582,582,612,602,552,552,552,602,69,45,48,69,37,63,65,44,63,66,78,77,64,54,76,58,78,71,66,44,58,36,64,58,46,47,45,63,61,15,9,9,11,13,1
30,66,66,475,13,1879,1,4,3,27,5,7,157,592,592,592,642,632,632,632,642,652,652,652,652,662,662,662,652,662,662,662,662,662,642,632,632,632,642,72,51,50,66,69,71,74,61,67,71,66,47,71,69,79,60,71,66,64,67,58,66,56,65,65,68,65,65,66,9,11,14,12,15,760
24,66,71,850,3,1832,1,4,3,17,5,9,157,632,632,632,652,642,642,642,652,652,652,652,662,652,652,652,662,662,662,662,662,662,662,662,662,662,662,59,52,62,69,42,69,41,35,64,64,83,78,66,62,77,65,74,75,85,56,70,63,60,65,44,69,59,67,63,16,7,14,15,11,2
30,66,66,475,3,1368,1,3,2,5,6,4,203,432,432,432,332,372,372,372,332,372,372,372,362,452,452,452,362,522,592,592,592,522,552,652,652,652,552,26,23,71,59,32,14,27,50,35,49,31,33,46,56,36,67,46,66,91,27,63,70,22,37,40,55,60,66,62,15,12,15,14,7,784
33,66,66,260,4,1544,1,4,2,5,6,0,170,502,502,502,482,492,492,492,482,502,502,502,492,522,522,522,492,562,592,592,592,562,582,652,652,652,582,41,31,74,63,35,39,39,36,46,58,54,54,67,55,57,42,81,56,77,35,69,61,54,47,37,71,66,62,59,6,10,12,9,12,325
17,66,85,1,3,1592,1,4,3,21,5,11,143,642,642,642,632,642,642,642,632,622,622,622,612,542,542,542,612,452,422,422,422,452,432,392,392,392,432,37,66,59,56,54,71,43,39,45,70,84,80,78,61,65,68,91,59,64,57,28,23,57,48,65,50,29,22,18,9,15,14,6,11,3
23,66,72,750,2,1640,1,3,2,2,5,9,150,582,582,582,602,592,592,592,602,572,572,572,612,572,572,572,612,642,592,592,592,642,642,602,602,602,642,64,45,65,67,29,62,41,67,47,64,69,68,63,68,66,60,54,63,36,33,57,61,67,36,46,53,60,67,64,11,10,9,11,10,1
25,66,70,700,2,1765,1,3,3,21,5,9,148,602,602,602,612,612,612,612,612,622,622,622,622,632,632,632,622,642,652,652,652,642,642,632,632,632,642,55,50,57,72,46,65,44,59,66,68,67,65,66,60,68,66,63,65,64,63,56,64,56,53,54,59,67,66,64,13,11,11,8,13,1
31,66,66,575,1,1579,1,2,2,33,6,4,190,652,652,652,562,602,602,602,562,572,572,572,562,542,542,542,562,432,452,452,452,432,412,442,442,442,412,47,67,76,59,61,54,41,47,44,58,46,48,47,66,42,73,67,73,85,58,73,19,68,57,73,65,29,22,15,15,16,14,6,13,834
29,66,66,475,2,1582,1,3,2,23,6,0,163,502,502,502,562,532,532,532,562,552,552,552,602,592,592,592,602,652,632,632,632,652,652,622,622,622,652,67,28,55,63,24,59,35,33,64,63,69,73,61,59,58,30,57,80,71,29,64,65,55,49,36,58,60,64,62,7,9,10,8,15,665
30,66,66,475,2,1368,1,4,2,25,6,4,187,432,432,432,412,412,412,412,412,422,422,422,442,482,482,482,442,552,592,592,592,552,572,652,652,652,572,25,21,64,52,27,41,24,29,51,50,52,65,44,64,41,32,46,65,86,24,80,63,27,34,37,65,62,65,60,9,5,9,6,8,689
30,66,66,600,3,1889,1,3,3,18,5,7,143,642,642,642,672,662,662,662,672,672,672,672,672,652,652,652,672,602,602,602,602,602,582,552,552,552,582,59,64,62,66,55,68,69,62,63,71,74,73,88,65,87,61,85,81,43,64,72,50,62,65,64,67,58,53,32,12,13,16,16,16,1
33,66,66,260,2,1739,1,3,2,28,6,1,165,552,552,552,552,562,562,562,552,582,582,582,572,622,622,622,572,612,652,652,652,612,622,652,652,652,622,43,32,65,62,48,52,43,60,61,63,59,63,63,64,61,59,61,74,74,63,79,71,52,67,58,62,60,61,60,12,13,14,13,9,455
31,66,66,550,7,1837,1,3,3,39,5,10,157,652,652,652,662,662,662,662,662,662,662,662,662,642,642,642,662,622,612,612,612,622,612,592,592,592,612,67,64,53,68,60,65,64,61,64,68,67,69,66,62,76,72,52,65,68,74,68,46,64,67,56,65,63,60,57,13,7,16,7,8,1
30,66,66,475,4,1748,1,3,3,15,5,8,157,562,562,562,602,602,602,602,602,612,612,612,612,632,632,632,612,642,642,642,642,642,632,612,612,612,632,49,47,43,66,59,63,57,58,58,65,70,69,64,69,76,51,51,73,62,54,65,67,52,63,50,65,62,63,64,10,10,6,16,16,689
26,66,67,625,1,1748,1,3,2,2,6,0,148,602,602,602,612,602,602,602,612,602,602,602,622,592,592,592,622,642,622,622,622,642,642,632,632,632,642,64,53,58,63,55,62,53,35,56,60,74,76,69,56,67,56,68,76,75,44,59,61,63,56,44,60,65,64,62,10,10,15,9,10,1
31,66,66,575,3,1715,1,4,3,19,6,0,161,602,602,602,632,622,622,622,632,632,632,632,642,602,602,602,642,562,532,532,532,562,542,492,492,492,542,65,57,50,62,56,66,60,59,63,66,75,74,71,60,65,61,74,68,63,55,59,29,56,63,55,57,34,50,49,10,7,12,14,7,1
29,66,66,475,1,1832,1,3,3,20,5,10,168,552,552,552,612,592,592,592,612,612,612,612,632,642,642,642,632,652,652,652,652,652,642,632,632,632,642,67,43,51,68,47,65,69,70,72,64,69,69,75,64,74,61,74,71,63,58,65,64,42,63,53,65,63,65,62,14,11,14,15,7,689
26,66,68,800,3,1529,1,3,3,50,6,0,174,652,652,652,622,632,632,632,622,592,592,592,592,492,492,492,592,442,382,382,382,442,422,382,382,382,422,39,64,57,46,43,66,36,37,28,65,79,88,68,65,65,64,68,67,79,62,45,14,68,47,55,64,23,16,20,8,13,13,14,7,2
23,66,72,900,4,1443,1,3,2,27,6,4,185,642,642,642,572,602,602,602,572,562,562,562,532,462,462,462,532,362,362,362,362,362,352,382,382,382,352,30,65,70,48,46,59,35,32,33,63,66,67,64,60,57,70,67,32,84,60,59,11,64,46,63,57,17,15,18,11,9,9,7,6,2
21,66,71,725,2,1607,1,3,2,6,6,0,172,512,512,512,522,502,502,502,522,482,482,482,552,502,502,502,552,642,592,592,592,642,652,642,642,642,652,67,24,64,57,31,48,34,25,38,58,77,80,69,61,67,57,83,78,73,22,67,58,45,33,30,50,63,65,66,14,13,13,13,14,1
36,66,66,70,2,1617,1,3,2,5,5,11,163,492,492,492,492,482,482,482,492,492,492,492,522,532,532,532,522,622,622,622,622,622,642,662,662,662,642,57,31,65,63,37,34,44,34,53,58,70,69,69,69,62,54,75,62,71,33,72,71,30,42,46,46,52,68,69,10,11,11,16,9,109
24,66,69,675,8,1561,1,2,2,15,6,2,168,482,482,482,522,512,512,512,522,522,522,522,542,542,542,542,542,612,612,612,612,612,622,642,642,642,622,48,26,59,57,17,57,51,36,49,59,62,70,61,58,63,35,76,73,74,28,63,67,50,48,33,61,64,65,63,14,9,9,10,7,1
33,66,66,400,12,1782,1,3,3,32,5,7,148,612,612,612,652,642,642,642,652,652,652,652,642,622,622,622,642,582,572,572,572,582,552,522,522,522,552,71,62,40,67,56,69,73,67,64,66,59,64,69,62,78,61,52,51,65,69,56,46,62,65,70,70,46,53,51,15,16,16,12,9,760
23,66,70,825,1,1755,1,2,3,50,5,10,154,582,582,582,632,632,632,632,632,642,642,642,652,642,642,642,652,612,602,602,602,612,602,532,532,532,602,63,47,44,68,50,67,72,69,67,70,69,65,67,68,70,70,65,72,53,61,42,51,54,65,60,69,48,56,55,8,10,13,10,6,1
29,66,66,475,6,1632,1,3,2,28,5,8,159,502,502,502,552,532,532,532,552,542,542,542,582,572,572,572,582,642,632,632,632,642,642,642,642,642,642,61,22,59,61,27,58,53,35,56,62,72,68,69,63,58,44,66,74,70,39,74,64,52,42,28,59,60,67,66,13,10,10,16,13,808
30,66,66,600,2,1852,1,3,2,6,5,11,174,592,592,592,592,602,602,602,592,602,602,602,612,642,642,642,612,672,682,682,682,672,672,692,692,692,672,64,46,64,67,55,53,63,64,59,66,61,54,57,70,64,67,84,86,75,54,87,67,59,65,54,64,65,67,71,6,9,10,9,10,750
24,66,69,675,1,1410,1,3,2,23,6,2,176,422,422,422,412,402,402,402,412,422,422,422,442,482,482,482,442,572,602,602,602,572,592,642,642,642,592,29,22,64,57,29,41,28,24,49,54,54,54,57,61,54,31,66,73,79,19,62,65,21,29,35,67,62,68,64,13,12,7,15,12,894
30,66,66,475,4,1559,1,2,2,5,6,0,165,542,542,542,552,542,542,542,552,532,532,532,572,552,552,552,572,632,622,622,622,632,632,652,652,652,632,52,46,59,53,23,57,23,24,52,58,68,73,59,64,62,38,68,77,74,33,74,66,55,43,23,57,68,64,63,10,7,6,9,8,1
